Name,Year,Country,qty
Bellens Gustaaf & Jeanne (Torfs),1984,belgium,2
Bellinne Germaine & Charles son Francis,1975,belgium,2
Bellis Hubert & Noella,1999,belgium,2
Benzen-Bourguignon  Paule,1991,belgium,1
Berckmans Francois-Albert & Marie-Louise,2000,belgium,2
Berhin Charles,1977,belgium,1
Bernard Georges & Maria (Bourgeois) & son Joseph,1985,belgium,3
Bernimoulin Gaston & Augusta,1996,belgium,2
Berthile Sister,1992,belgium,1
Bertieaux Zephirim & Dorcas,2002,belgium,2
Bertrand Emile & Flora (Mahieu); his sister Eugenie,1996,belgium,3
Bertrand Henri & Denise,2001,belgium,2
Beukeleirs Martha (Metsu),1997,belgium,1
Bevernaege Gabrielle & Maria,1978,belgium,2
Beyls Marguerite Henrica (Soeur Marguerite),1982,belgium,1
Biatour Gaston & Juliette,1994,belgium,2
Bivort Charles & Fannie,1978,belgium,2
Blanpain Carmen & Leon,1975,belgium,2
Blauwet Georges & Marie (Blauwens) & son Camille,1996,belgium,3
Bleeckx Emile,1980,belgium,1
Bobricheff-Jernander Josine,1982,belgium,1
3 Bodart Paul & Marie-Louise,2000,belgium,2
Bogaert Astere,1997,belgium,1
Bogaerts Louis & Mariette,2014,belgium,2
Bolssens Petrus & daughter Emma,1999,belgium,2
Bonami Gustave,1965,belgium,1
Bonhomme  Paul & Madeleine,1981,belgium,2
Bonnewijn Charles & Germaine & son Georges,1999,belgium,3
Bontemps Marthe,2013,belgium,1
Boon Gaston & Louise (Lequeux),1995,belgium,2
Borboux Jeanne (Lemaire),2008,belgium,1
Borlee Ferdinand & Caroline; son Marcel,1994,belgium,3
Borren van den Charles & Madeleine,2001,belgium,2
Bouffa Marie Rachel,2008,belgium,1
Bouffioux Renee,1995,belgium,1
Boufflette Emil & parents : Louis & Maria,1978,belgium,3
Boufflette Fernand J. & Therese A.; ch: Joseph Paul & Palmyre,1986,belgium,4
Boulvin Roch & Adrienne,1970,belgium,2
Bourdouxhe Albert & Gabrielle; d. Germaine,1995,belgium,3
Bourgeois Charles & Berthe (Pirlet),1994,belgium,2
Bouton Herman,1973,belgium,1
Brabans Charles & Noel,1999,belgium,2
Brabant Juliette & son Aime Paquot,2013,belgium,2
Brack Fernande,1987,belgium,1
Branders Germaine,1986,belgium,1
Brandt Adele (Defourny) & ch. Albert & Maria Somja,2008,belgium,3
Brans Johannes & Bertha,2006,belgium,2
Brasseur Rene & Laure,2019,belgium,2
Breuer Jacques & Germaine (Raick) & son Jean,2021,belgium,3
Bribosia Germaine,1995,belgium,1
Brion Georges & Marie-Lucie,1999,belgium,2
Brouette Emery & Elysabeth,2014,belgium,2
Brouette Gilberte & Aime,2014,belgium,2
Brugmans Alex & Mariette,1991,belgium,2
Bruls Joseph & Julienne & daughter Paulette,2001,belgium,3
Brunin Lucien & Ginette,1976,belgium,2
Bruylandts  Jan,1978,belgium,1
4 Bruynooghe Johanna,1999,belgium,1
Buchet (Bodart) Anne-Marie,1981,belgium,1
Budts Jos & Gusta,2002,belgium,2
Buisseret Madeleine (Sister Marie-Louise),2001,belgium,1
Bulthielle Marcel & Helene,2004,belgium,2
Burggraeve Mariette,1997,belgium,1
Buyle Andre,1987,belgium,1
Buysschaert Denise,1995,belgium,1
Cabeau Rene & Diana (Rayes),1995,belgium,2
Caillaux Jules,1980,belgium,1
Calay Eva (Sr. Odile-Leonie),2009,belgium,1
Cammaert Joseph & Isabelle (Fumal),1998,belgium,2
Canonne Eugenie (Sr. Sainte Marie-Mechtilde),2014,belgium,1
Capart Alida (Sister Marie-Charles),2007,belgium,1
Capart Pierre,1971,belgium,1
Capelle Sylvain & Marguerite,1983,belgium,2
Carels Marie-Paule,1995,belgium,1
Carlier Pierre,2001,belgium,1
Caron Alfred; parents: Henri & Leontine,1995,belgium,3
Carton Madeleine & Georges,1989,belgium,2
Castaigne-Fluyt Josephine,1997,belgium,1
Castecker Jacques,1997,belgium,1
Castermans Mrs.,1992,belgium,1
Castin Andree,2014,belgium,1
Celis  Hubert,1980,belgium,1
Celis  Louis,1980,belgium,1
Celis Joseph & ch. Bona & Lucy,1980,belgium,3
Ceulemans Marie Elisabeth (Craessaerts),1979,belgium,1
Ceuppens Godelieve,1996,belgium,1
Ceuppens Rene,2014,belgium,1
Champagne Francois & Irene & daughter Jeanne,2000,belgium,3
Champagne Gaston & Josephine,2003,belgium,2
Chantraine Germaine,2007,belgium,1
Charensol Ernest,2001,belgium,1
Charnet Louis & Germaine,2000,belgium,2
Chaumat Henriette R.,1973,belgium,1
Chevalier Leo,1995,belgium,1
5 Christiaens Albert & Marie,1996,belgium,2
Christyn de Ribaucourt Victor & Elisabeth (Van Eyll),1999,belgium,2
Chrysostome Marie,1994,belgium,1
Claassens Alphonse & Virginie,1992,belgium,2
Cleda Alfred & Victoria (Leonard),1998,belgium,2
Cleiren Julia,2002,belgium,1
Clinx Emile & Berta,1993,belgium,2
Cloet Albert & Rachel,2007,belgium,2
Cloof-Meuldermans Angele; son Rene,1994,belgium,2
Coenraets  Paul,1978,belgium,1
Cogneau Raphael & Martine,1999,belgium,2
Cogniaux Paul & Marie Anne,2009,belgium,2
Collart-Sohet Mathilde,1968,belgium,1
Collet Gustave,1993,belgium,1
Collignon Alexandre & Ida,2010,belgium,2
Collignon Rene & Denise,1995,belgium,2
Collin Ferdinand & Leonie; d. Madeleine,1994,belgium,3
Coppitters-Frechier Emmerance,1977,belgium,1
Cornet Lucienne,1994,belgium,1
Cornet Madeleine & Henri,2013,belgium,2
Cornet Robert & Fernande (Hubert),1999,belgium,2
Cosyns-Kuge Charlotte,1995,belgium,1
Cottiaux  Jean,1994,belgium,1
Cougnet Eugene,1983,belgium,1
Coune Pierre,1996,belgium,1
Couppe Laurent,1974,belgium,1
Courtois Louis & his dght. Helene,2019,belgium,2
Coussemaeker Agnes (Sr. Marie Gerard),1997,belgium,1
Coutuer Leonce,2003,belgium,1
Culot Emile-Marius & Marie (Hanuse),1999,belgium,2
Culot Philippe & Marie-Therese,2006,belgium,2
Cuvelier Rosalie,1997,belgium,1
Cuyvers-Cuypers Marie,1994,belgium,1
Haeyer Camille & Rosa (Van Espen) dght. Rolande,1999,belgium,2
Hondt-Geenens Marie-Louise & granddaughter Dufour Georgette,2001,belgium,2
Dabe Joseph & Blanche,2018,belgium,2
6 Daman-Scaglione Jeanne,1971,belgium,1
Danen Henriette,2013,belgium,1
Danis Fernand & Louise (Pallard),2018,belgium,2
Ansembourg Victor & Christiane (van den Corput),2010,belgium,2
Darblay Pierre,1981,belgium,1
Dawir Leonie; mother Mathilde Steiner,1996,belgium,2
De Bast Jean & Julie (Dechef),1994,belgium,2
De Beukelaar Petrus,1999,belgium,1
De Bie Benoit & Helene,2002,belgium,2
De Bie-Deflandre Marie,1996,belgium,1
De Broqueville Henri,1975,belgium,1
De Brouwer Carl & Denise (v. Maldeghem),2000,belgium,2
De Bruyn Jeanne & Guillaume; ch: Henry Guy,1994,belgium,3
De Bruyne Desire & Maria,1984,belgium,2
De Busschere-Stassin Leona,1978,belgium,1
De Coninck Frans & Maria (van den Eede),2009,belgium,2
De Coster Jean-Baptiste,1975,belgium,1
De Foy Robert,1975,belgium,1
De Greef Marie (Mere Marie Augustine),2008,belgium,1
De Gruyter Louis,1997,belgium,1
De Jamblinne de Meux Henriette,1998,belgium,1
De Jonckere Henri & Germaine (Devroe),2000,belgium,2
De Keyzer Francois & mother Emma,2001,belgium,2
De Koster Jean-Baptiste & Eugenie,2007,belgium,2
De Lange Edmee A.,1997,belgium,1
De Liedekerke Rene & Henriette,1980,belgium,2
Oultremont Clementine,2000,belgium,1
De Ligne Eugene & Philippine,1975,belgium,2
De Meulemeester Charles,2001,belgium,1
De Meulemeester Georges & Betty,2001,belgium,2
De Meulemeester Jean & Josiane,2001,belgium,2
De Meulemeester Madeleine & sister Marcelle,1999,belgium,2
De Monceau Maurice & Georgette & dghtrs. Arlette & Ginette,2010,belgium,4
De Pauw Maria (Sr. Germaine),1998,belgium,1
De Pauw Theophile Paul Joseph,2014,belgium,1
De Petter J.D.,1971,belgium,1
Otrowick Charles; ch: Henri Elisabeth Francoise,1981,belgium,2
De Ridder Marcel & Emilie,1990,belgium,2
De Ridder Robert & Suzanne (Eemans),1978,belgium,2
De Roover Marie-Therese (Mother Bernardine),2013,belgium,1
De Selys Longchamps Anne Marie (Farina),2012,belgium,1
De Smet Fernande,2001,belgium,1
De Smet Georges & Marthe; ch: Andre Francis Eliane Marie-Paule,1982,belgium,3
De Tornaco Raymond & Marcelle,1980,belgium,2
De Troyer Francois & Louise,2006,belgium,2
De Viaene Maurice,2012,belgium,1
De Vogel Ghislaine,1979,belgium,1
De Vos Lucie & Joseph & daughter Yvette,2001,belgium,3
De Vries Laurent & Gabrielle (De Bremacker),1996,belgium,2
De Win Jean & Leonie dght. Mariette,2007,belgium,2
De Winne Jozef & Augusta (de Sutter),2007,belgium,2
De Witte Gustaaf & Coleta (Vermeren),2009,belgium,2
De Zeeuw Jeanne,1993,belgium,1
Debecker Alice,1983,belgium,1
Debecker Leopold & Therese,2007,belgium,2
Debouge Victor & Flore (Jamain) & dght. Marie-Louise Coljon,2016,belgium,3
Debroek Theodore & Celina,2000,belgium,2
Debrouwer Joseph & Marthe (Vanhove),1993,belgium,2
Decort Jean-Marie,1999,belgium,1
Decroly Jean & Simone,1999,belgium,2
Decruycens Guillaume & Marguerite,1976,belgium,2
Defays Jules,1993,belgium,1
Defrere Clement & Marie,1997,belgium,2
Degueldre Laurent Joseph (Kik) & Maria (Xhervelle),2011,belgium,2
Degulne Stephanie,2008,belgium,1
Dehaen Auguste & Raymonde (Berteau),2008,belgium,2
Dehaes-Leemans Anselmina,1982,belgium,1
Dehaut Pierre & Claire; daughter Leonce,1998,belgium,3
Dehombreux Adeline,1969,belgium,1
Dehut Jules & Denise,1978,belgium,2
Deiller Maria Zulma,1975,belgium,1
8 Dejardin Leon,2000,belgium,1
Delannoy Gabrielle; sister-in-law Josephine,1997,belgium,2
Delannoy Georges,1997,belgium,1
Delbeque Gustave & sister Marcelle,2001,belgium,2
Delbouille Octavie & mother Marie Houbeau,1998,belgium,2
Delcuigne Germaine (Sr Aline),1997,belgium,1
Delepaut Claire (Sr Louise-Marie),1997,belgium,1
Delforge Albert,1968,belgium,1
Delfosse Fernand & Marie-Therese Anna (Paye),2014,belgium,2
Delfosse Gaston & Gabrielle,1983,belgium,2
Delmeiren Prosper & Emerence; son Henri,1994,belgium,3
Delneuville Jean-Baptiste & Florence M.,2001,belgium,2
Deloitte Marcel,2008,belgium,1
Delsart Charles & Julia,2005,belgium,2
Delval Ephren & Augusta Jaunart,2008,belgium,2
Delvaux Louis & Marie,1999,belgium,2
Delvaux Maurice & Fernande,1969,belgium,2
Delvaux Pierre-Rene,1987,belgium,1
Delvaux Robert,1987,belgium,1
Delvosal Oscar,1996,belgium,1
Demarteau Laure; father Pierre,1998,belgium,2
Demenlenare Jeanne,1979,belgium,1
Demesmaecker Henri & Angelique (Hofmans),1997,belgium,2
Demesmaker Joseph,2020,belgium,1
Demeure Anselme & Marie (Martyn),1997,belgium,2
Demeyer Jean & Philomena,1995,belgium,2
Denayer Celestin & Emmy (Vega),2007,belgium,2
Denis Raymond & Therese (Debray),2000,belgium,2
Depauw Gaston & Denise,1998,belgium,2
Depooter Louis & Yvonne (Poulaint),1992,belgium,2
Deprez Armand & Marie,1996,belgium,2
Deprez Felix & Francoise (Joie),2009,belgium,2
Deprez Jacques & Marie,1998,belgium,2
Deprince Jerome & Bertha,1982,belgium,2
Depuydt Emile & Charlotte,1999,belgium,2
Dequesne Marie Bernadette & her mother Jeanne Darimont,1982,belgium,2
9 Dereymaeker Elisabeth (Theilen),2013,belgium,1
Dereymaeker Francois & Marie (Hofmans),1997,belgium,2
Derkenne Modeste & Henriette,1997,belgium,2
Dervisseau-Derwart Madeleine,1973,belgium,1
Descotte Sabine,1978,belgium,1
Desmarets Jose & father Leon,1982,belgium,2
Desmedt Floris,2004,belgium,1
Dessart Alfred & Marie (Henrion),1995,belgium,2
Dethier Catherine (Schommers) & son Joseph,2007,belgium,2
Detry Georges & Germain,1970,belgium,2
Deveen-Dekkers Nora,1984,belgium,1
Devivier Yvonne,1996,belgium,1
Devolder Armand & Marie; son Leon,2004,belgium,3
Dewachter Cyriel & Zulima (Pollet),1998,belgium,2
Dewaele Pierre & Maria,2001,belgium,2
Deweer Gommaire & Augusta (Penninck),2006,belgium,2
Haese Maurice & Rachel,1994,belgium,2
Hoker Leon & Alice;his mother Pelagie (Bert); s. George,1989,belgium,4
Hoop Hubert & Andree (Van Wambeke),1997,belgium,2
Didion Oscar & Augustine,1998,belgium,2
Didion Simon & Marie (Buchon),1998,belgium,2
Dielen Edward & Maria (Raymakers) & ch. Francois Jeanne (Everaerts),1987,belgium,3
Diependaele Oscar & Jeanne & son Pierre-Noel,2000,belgium,3
Dincq Pierre & Marie-Josephe,1995,belgium,2
Dirkx Arthur Theo & Bertha,2014,belgium,2
Discry Mr.,1990,belgium,1
Dodet Aimable & Adele,2000,belgium,2
Dognaux Georges,1977,belgium,1
Dombret Jeanne,2004,belgium,1
Dossogne Jean & Maria,1996,belgium,2
Doucet Albert & Germaine (Michaux),1995,belgium,2
Douffet Renee,1977,belgium,1
Douliere Elmire & Alexandre,1999,belgium,2
Oultremont Isabella,1980,belgium,1
Doyen Auguste,1998,belgium,1
Draily Joseph & Irene,1996,belgium,2
10 Dramaix Mathilde,1999,belgium,1
Druine Francois-Maurice,1995,belgium,1
Dubois Barthelemy & Marie Antoinette (Crepin),2019,belgium,2
Dubois Etienne,2021,belgium,1
Dubois Eugene & Victorine,1980,belgium,2
Dubois Jean & Marguerite; son Lucien,1994,belgium,3
Dubois Odon,1998,belgium,1
Dubois-Pelerin Jules,1970,belgium,1
Duchet Jeanne & sister Adele Pensis,2015,belgium,2
Duerinck Leonard & Maria,1979,belgium,2
Dufonteny Marie-Therese,1995,belgium,1
Dumont Henri & Irma,1996,belgium,2
Dumortier Henri & Anna,2002,belgium,2
Dupont Francoise,1996,belgium,1
Dupuis Victorine-Ghilaine; ds: Georgette Evelyne Marie-Jeanne,1975,belgium,2
Duquesnoy Georges & Hermeline & daughter Rachel,1996,belgium,3
Duriaux Roland & Marie (Carrette),1978,belgium,2
Dutrieux Leon,1977,belgium,1
Duysenx Paul & Jeanne (Le Jeune),1977,belgium,2
Ehrenboger Louis & Sisrin,1982,belgium,2
Elisabeth Queen Mother of Belgium,1965,belgium,1
Eloy Georges & Anna; dghtrs. Georgette (Declaye) & Julia (Simal),1998,belgium,4
Emonet Augustine,2013,belgium,1
Ermel Marcel & Celine & daughter Andree,2001,belgium,3
Ernst Auguste & Eugenie (Dessaive),1965,belgium,2
Ernst Eugene & Marie,1967,belgium,2
Esnault Fernand; daughter Suzanne,2003,belgium,2
Eucher Marcel & Anna,1977,belgium,2
Eulalie Judith,1992,belgium,1
Euthalie (Sr),1998,belgium,1
Faidherbe Leonard & Marguerite (Rousselle),1997,belgium,2
Falise Thereze (Sr. Raphael),2006,belgium,1
Ferier Rene,1999,belgium,1
Ferraille (Sr) 6865a 1996 Feys-Van Herck Maria Louise,1996,belgium,1
Fillet Hermanus & Marie,2021,belgium,2
11 Filot Ivon,1987,belgium,1
Flamand Leon,1996,belgium,1
Flandre  Omer & Lucie (Van der Haeghen),1978,belgium,2
Florent Leon & Valentine (Knockaert),1965,belgium,2
Fonck Georgette,1970,belgium,1
Fonsny Georges & Germaine (Van den Berg),1996,belgium,2
Fontaine Georges & Rose,2013,belgium,2
Fontesse Omer,1996,belgium,1
Fooz Constant & Simone,1999,belgium,2
Forgeur-Hankart Marthe,1998,belgium,1
Forthomme Emile & Adele,2013,belgium,2
Fouquet Orpha & Emile; son Jean,1997,belgium,3
Fox Jean-Marie,1987,belgium,1
Fraiteur Paul & Elsie (Castermans),1990,belgium,2
Franchomme Marthe,2010,belgium,1
Francois Emile & Helene,1996,belgium,2
Frank Jeanne,1994,belgium,1
Frankinet Jean,1995,belgium,1
Franquet Nestor & Therese (Wolfs),2009,belgium,2
Frans Eduard & Clementine (van Buggenhout),1977,belgium,2
Fransolet Jules & Marie (Medol),2012,belgium,2
Franz Charles & Marie,1983,belgium,2
Frenay Arthur & Theresia,1996,belgium,2
Frere Andree (Sister),2001,belgium,1
Gaillot Charles & Marie,1994,belgium,2
Garin Georges & Jeanne,1975,belgium,2
Gathy Armand; parents Camille & Germaine,1971,belgium,3
Gedevert Germaine & Walter,1981,belgium,2
Geeraerts Anne-Marie,1987,belgium,1
Geerling Cornelia (Boon); daughter Therese; mother Cato Lemmeke,1997,belgium,3
Gehenot Ernest & sister-in-law Josephine,1978,belgium,2
Gemenne Leon & Marie,1996,belgium,2
Gendebien Michel,1987,belgium,1
George Oscar & Claire & daughter Yvonne,1999,belgium,3
Georis Jules & Florentine (Lecrenier) & daughter Irma (Halkin),1984,belgium,3
Georis Paul,1987,belgium,1
12 Gerard Gilbert & Marie (Dayer),1995,belgium,2
Gerard Victor-Marcel & Julienne (Baudru),1996,belgium,2
Germeau Fanny,1997,belgium,1
Gessler Emile,1975,belgium,1
Geulen-Herscovici Andree,1989,belgium,1
Geurts-Vervloesem Melanie,1998,belgium,1
Geuten Alice & Jean; son Jean,1990,belgium,3
Ghion Georges & Jeanne,1996,belgium,2
Gillet Emile,1998,belgium,1
Gillet Emile & Julia,2008,belgium,2
Godefroid Desire & sister Yvonne,2008,belgium,2
Godefroid Joseph & Madeleine (Leclere),2008,belgium,2
Goeleven Alexandre & Marie (Dubois),1980,belgium,2
Goethals Alphonse,1999,belgium,1
Gonsette Alphonse & Emilie (Seymers),1974,belgium,2
Goosens Marie; daughter Germaine,1992,belgium,2
Goossens Livin & Colette,2000,belgium,2
Govaerts Rene,2012,belgium,1
Goyens Henricus & Anne-Maria & son Jean-Paul,1999,belgium,3
Grava Antoine,2000,belgium,1
Gregoire Josephine & daughter Mathilde,2002,belgium,2
Gretry Joseph & Emilie,2013,belgium,2
Grimee Marcel,1998,belgium,1
Grumiaux Hector & Marie,1979,belgium,2
Grynpas Benedykt,1975,belgium,1
Grysouille Charles & Mariette (Werne),1979,belgium,2
Guerisse Paul & Germaine,1998,belgium,2
Gustin Joseph & Elize (David),2011,belgium,2
Haas-Heyndrickx Catherine,2000,belgium,1
Halloy Albert,1995,belgium,1
Hanquet Joseph & daughter Ady,1990,belgium,2
Hanquet Marie & mother Elise,1999,belgium,2
Hanus Achille & Juliette (Paillot),1977,belgium,2
Harchouts Jules & Jeanne (Neuckens),2007,belgium,2
Hardenne Jean-Michel & Catherine,2001,belgium,2
Hardy Jean,1987,belgium,1
Hardy Rene,1987,belgium,1
13 Hastir Emile & Josephine; son Robert,1994,belgium,3
Haulleville de Prosper & Jacqueline,2000,belgium,2
Hauptmann Max & Henriette (Gilmont),2006,belgium,2
Hauwaert-Petrus Louise,2000,belgium,1
Haxle Victor & Bertha (Heuse),1984,belgium,2
Hebbelynck Jean & Hermina,1992,belgium,2
Heintz Alphonse & Julie and daughter Monique,1999,belgium,2
Heirebaudt Charles & Elisabeth,1996,belgium,2
Helin Fernand & Lea,2001,belgium,2
Hendrickx-Duchaine Christine,1980,belgium,1
Hendrix Charles,2011,belgium,1
Henin Henri & Marie-Madeleine (Quertinmont),2015,belgium,2
Henrard Fernande,1979,belgium,1
Henri Marie-Madeleine,2000,belgium,1
Henri Pieter & Zulma (van Assche),1973,belgium,2
Henry Camille & Maria(Poucelet); d. Madeleine (Lambert),1997,belgium,3
Henry Charles & Madeleine,2014,belgium,2
Heraly Arsene & Justine (Cassart),1983,belgium,2
Herbeck Madeleine,1995,belgium,1
Heremans Frans & Rosalia (De Meijer); ch: Celine & Jan,1997,belgium,4
Herinckx Jean,1980,belgium,1
Herkenne Jacques & Isabelle (Demonceau),2011,belgium,2
Hermans Henry & Leopoldine (Demeyer),1995,belgium,2
Hermant Anne-Marie (Sister),2016,belgium,1
Hermant Ernest & Anais & d. Denise,1984,belgium,3
Herremans Raoul & Yvonne,2002,belgium,2
Herssens Joseph & Marie,2001,belgium,2
Heublein Frederic & Marie (Dethier),1998,belgium,2
Heuchon Fernand & Elvire (Hublet),1998,belgium,2
Heureux-Poly Andree,1999,belgium,1
Heymans Edmond & Laure,2001,belgium,2
Hillegonda Mother Superior,1992,belgium,1
Himpens Albert & Yvonne,2002,belgium,2
Hiquet Marcel & Lea (Malrechauffe),2012,belgium,2
Hoffstadt Jeanne (Swinnens),1988,belgium,1
Hofmans Josse & Marie (Desmet),1997,belgium,2
Hollants Elisabeth M.,2002,belgium,1
14 Hoolmann Elizabeth,1996,belgium,1
Hospel Mere Madeleine,1994,belgium,1
Host Francois,1981,belgium,1
Host Robert & Mariette,2016,belgium,2
Housiaux Max,1999,belgium,1
Houtart Paul & Gudule,1975,belgium,2
Houyet Jean,1990,belgium,1
Houyoux Edmond & Emilia,2003,belgium,2
Huart Jules & Palmyre (Beugnies),1996,belgium,2
Huart Nathan & Felicie,1999,belgium,2
Hulin Charles,1982,belgium,1
Humier-Moray Valentine,2008,belgium,1
Itterbeek Raymond,1997,belgium,1
Jacobs Charel & Anna (Van Dijck),2010,belgium,2
Jacobs Henri & Amelie (Vandecruys),1996,belgium,2
Jacobs Jacques,1978,belgium,1
Jacqmotte Renee Emilie,1981,belgium,1
Jacquemart Athanase & Maria & her sister Marie,1999,belgium,3
Jacques Helene; sister Therese; mother Aline (Sinner),1997,belgium,3
Jacquet Albert & Lucie (Renauld),2015,belgium,2
Jacquet Sadi,2002,belgium,1
Jadin Victor & Victorine,2004,belgium,2
Jadot Nelly (Roegiers),1998,belgium,1
Jamin Louis,1998,belgium,1
Janssens Hector & Delphine (De Wilde),1981,belgium,2
Janssens Jean Baptiste,1975,belgium,1
Janssens Jules & Cora; daughter Christiane,1978,belgium,3
Janssens Marie,1981,belgium,1
Janssens Rene,1975,belgium,1
Jeegers Felix,1998,belgium,1
Jonnart Albert & Simone (Delploige),2013,belgium,2
Joris Camille & Germaine & d. Elise,1984,belgium,3
Joris Marcel & Pauline (Brouwers),1999,belgium,2
Jourdan Camille & Louise (Blomaert) & dght. Yvonne,2016,belgium,3
Jouret Madeleine,1997,belgium,1
Jowa Albert,1991,belgium,1
Jowa Robert & Blanche,1967,belgium,2
15 Juven Octave,1994,belgium,1
Katzenstein Jeanne & daughter Meta,1990,belgium,2
Kauthen Alphonse & Lucie,2001,belgium,2
Kazentzeff Nina,2004,belgium,1
Keip Jean & Maria,1996,belgium,2
Kennis Louis & Justina (Blancke),1980,belgium,2
Kerkhofs Louis-Joseph,1981,belgium,1
Kinable Marcel,1997,belgium,1
Klein Nicolas & Catherine,2001,belgium,2
Knaepen Jozef & Elizabeth (Achten),1996,belgium,2
Knaepen Liz,1996,belgium,1
Knops Francois & Marie,1978,belgium,2
Koch Anne,1985,belgium,1
Kramer Rene & Germaine,2004,belgium,2
Krings Armand & Marie (Nilsson),1998,belgium,2
Kroonen Pierre & Lambertine,2003,belgium,2
Kunch Theodore,1977,belgium,1
Kupper Robert & Pauline; his sister Marthe,1998,belgium,3
Kursten Franciscus & Marie-Sophie & dght. Maria,2006,belgium,3
Eplattenier Marcel & Adele,2000,belgium,2
Lacroix-Canivet Nelly,1996,belgium,1
Laermans Maria,1970,belgium,1
Laffut Henriette (Jacquet),2015,belgium,1
Lagrange Daniel & Lucie,1998,belgium,2
Lahaye Joseph & Alix (Nicolas),1996,belgium,2
Laloux Lucien & Leontine,1993,belgium,2
Lamant Fernand & Maria (Dudans) ; son Robert,1998,belgium,3
Lamarche Andre,1998,belgium,1
Lambert Edmond,1991,belgium,1
Lambert Henri & Yvonne,1983,belgium,2
Lambert Jules & Caroline (Dabsalmont) ; son Robert,1994,belgium,3
Lamberty Henri & Emilie (Neys),2017,belgium,2
Lambrechts Frans & Marie,1988,belgium,2
Lambrechts Max & Jeanne (Vercheval),1993,belgium,2
Lambrette Alphonse,1975,belgium,1
Lambrette Ivan,1978,belgium,1
Lambrichts Marcel,1981,belgium,1
16 Lameere Jean & Nelly (Cormeau),1980,belgium,2
Lamon Hector & Urbania (Loones),1993,belgium,2
Lamort Renee,1995,belgium,1
Langerdries Victor & Simone,1976,belgium,2
Langlois-Macken Jeanne & mother Maria,1987,belgium,2
Lannoo Julien & Germaine (Desmet); daughter Annie (Van de Wiele),1992,belgium,3
Lanssens Honore,1978,belgium,1
Larose Angele (Defrenne),2015,belgium,1
Lassaux Joseph & Marthe,1994,belgium,2
Lassoie Francis,1973,belgium,1
Laurier sisters: Berthe Maria Leonie Marguerite Anna,1993,belgium,1
Lauwers Hector,1985,belgium,1
Le Marinel Paul & Charlotte,2002,belgium,2
